,int_rate,loan_amnt,annual_inc,dti,delinq_2yrs,total_acc,open_acc,pct_tl_nvr_dlq,pub_rec_bankruptcies,total_bal_ex_mort
86656,17.99%,4000,8000,15.32,1,7,3,85,0,3428
48770,17.99%,10500,35000,14.99,2,13,8,84,0,22313
99610,9.44%,10000,55000,18.79,0,10,7,100,1,216375
144195,16.02%,4800,105000,13.2,0,15,10,86,0,33283
118330,15.05%,8000,60000,24.62,0,28,14,81,1,36537
57562,13.59%,4500,50000,12.55,0,9,5,100,0,32298
54254,12.62%,3075,42000,24.6,0,10,8,100,0,28993
66829,13.59%,7000,52650,12.79,0,7,6,100,0,24074
92369,23.99%,16800,82000,0.61,2,16,7,80,0,575
84623,12.74%,18150,74593,21.28,0,22,10,77,0,54925
260269,16.14%,3000,65000,10.93,1,16,2,93,0,12482
159719,16.02%,23050,91000,22.48,0,34,15,100,1,74601
232397,20.39%,3000,52000,35.73,3,21,12,71,0,85453
159772,6.72%,8000,85000,13.33,0,7,4,100,0,22476
153208,6.08%,25000,115000,2.1,0,31,6,100,0,4787
831,5.32%,24000,145000,15.07,2,59,7,94,0,50953
105932,20.00%,12950,36000,18.9,0,5,3,75,0,17774
108612,7.97%,3000,100000,35.65,0,32,14,100,0,111760
130323,15.05%,15600,50000,25.88,0,22,9,90,0,23703
25365,15.99%,35000,48000,30.63,0,33,11,100,1,64349
117785,7.07%,8750,38000,20.04,0,28,16,100,0,17322
67222,19.03%,5400,35000,21.57,1,21,15,90,1,21257
57937,20.00%,10000,30000,32.68,0,15,7,93,0,42127
50499,11.39%,20000,120000,21.26,0,15,9,100,0,55088
74634,13.59%,20000,62000,27.76,1,34,20,94,0,40584
158775,6.08%,6500,72000,22.19,0,13,5,100,0,42360
99766,7.97%,9000,55000,16.34,0,25,5,96,0,8543
164001,11.99%,5000,108000,22.09,0,24,17,100,1,60145
50399,19.99%,32000,90105,23.08,0,34,8,100,0,128693
84851,17.99%,6400,50000,25.4,0,10,8,100,0,31265
143817,14.08%,12000,22600,55.02,0,30,13,100,0,41417
63334,7.97%,30000,115000,15.31,1,21,10,90,0,216286
45217,13.99%,12000,50000,20.02,0,27,17,96,0,125120
228516,14.07%,3500,81000,15.31,0,67,14,86,0,42213
52929,21.45%,8000,42400,8.83,0,12,11,100,0,7091
250317,16.14%,3500,13800,16.0,0,8,6,100,0,4899
73098,11.99%,22000,103000,11.76,1,13,9,84,0,32160
129744,11.99%,20000,40000,20.25,1,31,17,96,0,36191
215048,15.05%,3025,55440,17.97,0,15,13,93,0,156896
77813,13.59%,3200,45000,5.52,0,4,3,100,0,11395
202443,9.93%,20000,52000,18.42,0,27,12,88,0,44033
166307,19.03%,10100,71000,15.86,0,16,9,100,1,43889
2406,7.99%,10000,52000,19.34,0,17,11,88,0,40498
183105,25.82%,14175,98000,15.32,0,16,9,87,0,45639
172166,5.32%,6000,140000,8.92,0,43,16,100,0,68293
245628,8.46%,9600,84000,14.57,0,32,28,100,0,40668
134902,19.03%,9600,43000,21.4,0,19,10,100,0,21504
255670,7.56%,1000,28000,16.07,0,13,8,100,0,6499
210353,12.62%,5000,25200,17.67,0,18,5,94,0,10614
188906,13.58%,30000,85000,14.08,0,40,15,97,0,116962
125601,7.07%,22000,70500,8.77,0,31,22,96,0,19345
74337,13.59%,9600,91000,11.26,1,13,12,91,0,18783
149363,16.02%,7200,39520,29.18,0,32,10,100,0,51553
89367,12.74%,16000,100000,21.38,1,21,15,90,0,55884
105417,22.91%,13550,60000,12.46,0,17,10,100,0,25268
69007,15.05%,25000,90000,14.87,0,11,8,100,0,30144
124447,5.32%,10000,57000,15.14,0,32,14,96,0,19693
99586,13.99%,8000,48000,22.05,0,18,14,100,0,28280
61657,10.91%,2100,24000,7.06,4,24,9,83,1,2128
37098,18.99%,10000,30000,32.32,0,52,18,100,1,17374
132381,9.44%,20000,50000,3.58,0,9,5,100,0,4326
68210,16.02%,5000,37000,26.11,0,37,24,100,1,60224
182169,11.99%,7500,70000,13.58,0,15,10,100,1,29604
2789,12.74%,10000,80000,4.53,0,14,10,100,0,8834
57379,9.44%,8000,100000,10.28,0,30,12,100,1,75697
26228,11.44%,15000,58000,9.0,0,9,4,88,0,13316
61191,9.44%,20000,45000,9.39,0,20,13,95,0,19438
184713,14.08%,6000,96956,11.26,0,28,10,89,0,37376
115283,7.21%,24000,82000,25.71,0,31,15,96,0,53983
192105,13.58%,2500,21840,6.65,0,6,5,100,0,1783
171424,7.35%,35000,145000,8.17,0,12,10,100,0,61849
206643,11.99%,15000,47028,6.97,0,25,11,96,0,8452
80295,28.72%,20000,56500,26.25,0,25,22,100,0,49655
125719,7.97%,20000,87516,14.49,0,31,10,93,0,91379
103399,11.99%,10000,70000,8.64,2,27,17,88,0,14965
213571,16.02%,3500,38706,27.29,0,20,13,85,0,23941
47595,12.74%,10000,80000,5.47,0,8,8,100,0,14239
213848,15.05%,16000,32508,20.04,0,20,18,100,0,16617
81784,11.39%,7000,35100,5.95,0,6,6,100,0,7182
240013,15.02%,7500,20000,15.31,0,10,8,100,0,5453
235840,30.75%,20050,70000,24.73,0,35,20,100,0,51205
75931,7.07%,15000,117000,13.34,0,38,16,100,0,77307
149973,7.35%,10000,75000,10.86,0,28,11,96,0,18052
200200,7.35%,8000,80100,23.0,0,25,15,100,0,64841
76923,10.91%,10000,156000,5.77,1,25,8,68,0,13584
51483,14.08%,12800,56000,20.38,0,15,6,100,0,38843
136877,19.03%,25000,60000,31.48,1,38,6,95,0,59793
143721,15.05%,10000,95000,5.31,1,17,13,94,0,24219
28848,30.49%,20150,60000,11.26,0,12,8,100,0,14826
180701,15.05%,2400,24000,35.6,0,27,14,100,0,20371
241391,11.55%,4000,35000,26.34,0,13,6,92,0,69359
117477,7.07%,2800,64000,10.46,0,12,6,100,0,17179
210053,9.44%,20000,104000,8.85,0,27,6,96,0,43014
140079,19.03%,27000,45000,12.29,4,23,14,78,0,8727
223994,6.83%,25000,85300,5.88,0,23,8,100,0,17260
63038,10.91%,10000,96000,20.31,2,31,11,92,3,33849
144315,16.02%,5600,49200,10.59,1,24,11,79,0,32371
193220,15.04%,12000,53000,19.18,0,12,6,100,0,28455
921,13.99%,15000,95000,12.09,1,37,19,97,0,150419
23839,12.74%,13000,60000,21.02,0,26,19,84,0,51973
207783,10.42%,18000,132000,17.83,0,33,22,93,0,120950
241991,19.92%,5000,100000,36.8,0,42,23,100,0,121326
64547,15.05%,3000,35000,15.84,0,4,4,100,0,23431
194615,6.71%,5000,30000,4.96,0,12,4,100,0,6112
221583,21.85%,10000,53000,17.78,0,29,8,100,0,18972
237836,16.01%,8800,72000,7.86,1,12,10,91,0,14614
205807,9.44%,15000,46592,9.17,0,21,6,100,1,15815
191475,16.01%,5000,27000,7.96,0,5,5,100,0,3967
107553,15.05%,12950,72000,30.27,1,22,11,95,0,75771
231245,16.01%,20500,70000,10.94,0,18,12,100,1,59361
93343,5.32%,4800,104000,12.01,0,20,10,100,0,26147
124314,12.62%,7200,36000,23.07,0,10,7,100,1,24218
243423,10.47%,3600,50000,11.81,0,36,17,91,0,76931
69272,10.42%,8000,100000,7.3,4,32,16,80,0,35232
162734,9.93%,20000,100000,16.92,0,17,6,76,0,48435
215752,9.58%,6500,113000,8.53,0,22,12,100,1,23510
187543,25.82%,24000,55000,26.53,0,21,13,76,0,49324
230272,16.01%,25000,119000,14.91,0,32,20,96,0,38156
42742,7.99%,22000,100000,13.9,0,20,10,95,0,38003
259147,8.46%,10000,41000,55.68,0,9,6,88,0,112416
142907,15.05%,22400,38000,44.47,0,26,16,96,0,47898
66622,7.97%,4200,120000,7.02,1,11,6,90,0,15430
180374,9.93%,8000,61000,10.98,0,6,4,100,0,31159
162564,7.35%,3000,30000,8.24,0,7,7,100,0,8856
171388,18.06%,21000,95000,23.53,0,72,17,100,0,173917
130044,14.08%,4000,100000,14.33,0,25,9,95,1,57002
245152,16.91%,30000,10750,52.29,0,12,4,100,0,17547
77013,13.99%,24000,30000,38.2,0,13,8,92,0,28431
196603,11.98%,15000,72000,12.73,0,13,9,100,1,26620
173293,12.62%,20000,130000,15.62,1,40,22,92,0,82529
72319,9.93%,7225,60000,14.0,1,28,7,78,0,32762
254325,13.06%,8500,48000,13.89,0,39,12,91,0,7744
260536,16.14%,16000,40000,8.16,0,12,10,100,1,4184
247314,6.67%,30000,120000,2.38,1,26,10,88,0,42761
71171,13.59%,12000,45000,16.21,0,19,17,100,0,46009
99623,9.93%,4000,90000,13.77,0,23,12,85,0,50502
116665,26.30%,4025,45000,20.0,0,9,5,100,1,84919
140371,10.42%,20000,65000,0.65,0,15,4,73,0,1594
251295,25.34%,16000,45000,27.41,0,17,7,100,0,45139
3716,11.39%,4000,53000,20.9,0,9,7,77,0,34098
177888,29.69%,35000,120000,12.1,2,32,21,93,0,49866
168993,6.08%,16000,45000,6.86,0,20,11,100,0,7757
7745,14.99%,8600,21500,17.81,0,14,8,100,0,11295
241734,19.92%,25000,71000,26.23,0,43,16,81,0,29081
19635,12.74%,35775,125000,7.16,0,13,7,100,0,89635
11867,16.99%,20750,49434,31.39,0,37,17,100,0,31277
35615,18.99%,10000,40000,13.71,0,16,9,100,0,35441
142344,14.08%,18525,102000,16.48,1,25,16,96,0,54332
71022,10.42%,10000,67000,27.8,0,27,14,80,0,40241
187935,11.98%,15000,106300,26.88,0,49,21,100,0,79125
25301,11.49%,6000,70000,6.53,0,7,5,71,0,10994
246269,14.47%,25000,120000,26.82,0,23,13,100,0,116489
101571,9.44%,11000,36000,26.0,0,32,17,96,0,29591
33924,15.99%,9800,41000,20.23,0,14,10,100,0,13593
13501,16.99%,12000,42000,24.31,0,20,8,85,0,21682
84235,13.49%,9000,49752,28.41,0,72,13,91,1,30534
170822,15.05%,15000,32000,4.28,0,4,2,100,0,4861
224337,11.05%,30050,125000,18.35,0,99,62,99,0,61976
54474,19.03%,28000,130000,20.82,2,60,10,95,0,86788
39037,12.74%,12000,107000,13.43,0,12,11,100,0,45997
155356,10.42%,5400,90000,26.61,0,24,10,95,0,52649
207200,6.72%,15000,100000,8.68,0,37,25,100,1,18516
137952,19.03%,2000,46000,14.95,0,36,12,94,1,16785
184367,30.75%,28975,92000,27.15,0,27,24,100,0,85476
212510,5.32%,35000,125000,9.43,0,73,8,97,0,51452
58224,9.44%,4650,13209,13.0,0,12,4,100,0,5648
91525,16.99%,32000,78500,26.3,2,23,16,91,0,116920
218136,26.77%,10000,55000,29.91,0,25,9,80,0,48545
258000,8.81%,3500,95000,22.18,0,26,9,100,0,70452
116580,11.99%,4900,63000,13.01,0,20,5,100,0,26250
145263,14.08%,16000,78000,33.09,0,28,10,100,0,69215
56690,21.45%,8000,33000,32.91,0,19,9,84,0,24768
26239,11.39%,40000,200000,15.31,5,27,15,77,0,92848
132787,18.06%,25000,58000,32.28,0,27,12,100,0,65027
89423,19.99%,9000,55000,11.89,0,7,6,100,0,20466
238725,17.47%,24000,140000,12.46,0,12,6,90,0,62410
132885,5.32%,8000,83000,14.24,0,15,6,100,0,37228
33850,8.24%,12000,80000,9.29,0,13,4,69,0,10320
26168,14.99%,7000,40000,26.37,2,30,15,73,0,40217
94590,11.49%,9000,75000,11.95,0,18,8,83,0,15946
164251,14.08%,15000,57000,8.86,0,24,9,83,1,32246
235584,10.90%,40000,42000,51.57,0,52,24,100,0,73509
77283,13.59%,15000,125000,8.66,0,19,6,91,1,19154
169509,9.93%,28000,25000,28.76,0,9,6,100,0,22594
233848,7.34%,7000,185000,12.05,0,22,9,100,0,52161
205732,20.00%,4000,92000,12.8,1,19,11,68,0,31142
141091,9.93%,2800,37000,27.31,1,20,10,90,1,18638
239489,19.92%,25000,126000,26.0,0,39,29,85,0,131944
222646,6.83%,6000,78000,23.31,3,30,12,80,0,110130
3844,5.32%,10000,73200,14.08,0,47,6,100,0,40072
12648,5.32%,4500,150000,3.66,0,27,10,100,0,40183
43748,21.49%,35000,115000,8.15,0,22,12,95,0,31521
22176,7.99%,18500,150000,11.49,0,36,20,100,0,44656
75522,7.97%,7000,32000,15.57,0,20,5,95,0,14442
136594,9.93%,4200,28800,18.83,0,13,7,100,1,9651
253047,27.27%,14100,74000,22.71,0,20,8,95,0,42679
50141,18.99%,20000,113000,15.35,0,19,14,100,0,45860
24791,13.49%,14400,115000,18.45,1,18,14,72,0,44448
17428,8.24%,6000,48000,15.24,0,20,9,80,0,17286
30524,11.49%,5000,140000,15.27,1,19,11,94,0,61266
247214,6.67%,20000,85000,19.67,0,44,16,97,0,22752
149445,11.99%,36000,135000,21.03,0,25,16,100,0,69456
103503,7.21%,33000,65000,38.31,0,46,16,100,0,119729
192425,17.47%,10000,44000,22.63,0,17,15,100,0,46752
191814,6.07%,40000,250000,4.43,0,25,13,100,0,40880
35987,16.99%,3000,40000,24.24,0,7,6,100,0,28623
259673,24.37%,7700,117000,20.26,0,26,11,100,1,46530
52,14.99%,20500,58000,17.09,0,20,10,100,0,58084
190585,5.31%,20000,300000,10.37,1,35,12,97,0,167783
251077,6.67%,5000,67600,24.37,0,32,16,100,0,65066
87769,7.24%,3000,45000,16.52,0,30,12,96,0,41420
37751,11.44%,20000,64000,27.19,0,19,11,100,0,60063
59341,13.59%,8000,60000,18.08,0,17,8,94,0,35017
148351,15.05%,15000,74500,6.33,0,18,6,94,0,15333
79669,14.99%,3500,24000,5.4,0,3,3,100,0,3256
75938,10.91%,6025,20000,8.46,0,6,3,100,0,57396
110626,9.44%,14400,47000,12.83,0,9,7,100,0,19039
256374,8.81%,5000,82000,7.87,0,37,15,100,0,26221
66970,14.08%,5000,25000,10.54,0,15,11,93,0,4687
241819,24.37%,4225,61000,26.48,0,28,13,77,0,36231
218802,19.42%,28000,74000,33.83,0,14,9,100,0,82092
190872,7.34%,10000,13884,3.37,0,8,8,100,0,108
249323,6.11%,40000,140000,11.19,0,33,12,100,0,56993
196622,7.35%,40000,140000,1.24,0,5,4,100,0,6601
47252,6.99%,8000,80000,9.71,0,35,11,100,0,48024
11381,13.49%,8075,115000,9.19,0,15,4,53,0,31197
227050,10.90%,20000,75000,6.5,0,25,13,100,0,12370
238261,20.39%,8300,69000,16.66,0,12,8,100,0,24501
16498,14.99%,10000,60000,12.34,0,20,15,100,1,17992
229641,7.96%,10000,37000,37.76,0,35,19,97,0,38203
31848,14.99%,11200,56000,27.43,0,25,15,96,0,36884
111821,26.30%,11000,46000,26.96,0,26,18,100,1,28887
79898,10.49%,12000,35000,11.11,0,12,5,100,1,11615
239726,19.92%,30000,60000,15.92,0,34,10,100,0,78263
106515,14.08%,4000,20000,32.49,0,37,11,89,1,21139
39048,11.39%,5000,127500,27.75,2,35,11,91,0,87033
217077,15.49%,8000,56000,10.5,1,13,8,75,0,28506
204824,30.79%,25000,50000,23.97,0,23,11,100,0,32000
116877,14.08%,20000,71240,35.77,0,28,11,89,0,90124
135624,7.97%,15000,72000,23.97,0,24,10,100,0,28473
221472,9.58%,7000,51000,10.85,0,49,8,82,0,3410
31183,16.99%,14075,32000,19.47,0,20,11,85,0,20837
148979,18.06%,15000,82000,29.2,0,46,25,97,0,69551
181001,18.06%,3000,88000,7.2,2,32,10,71,0,10973
144729,19.03%,17600,40000,16.65,0,7,5,85,0,18294
95407,13.99%,35000,135000,22.41,0,20,15,100,0,56252
256646,8.81%,18000,65000,14.46,0,35,17,100,0,68068
156105,13.59%,14000,65000,4.26,2,25,10,91,0,6964
245676,11.06%,30000,130000,14.23,0,13,5,100,0,202662
230202,12.61%,40000,97000,8.71,0,22,10,95,0,45787
42320,15.99%,24000,60000,28.74,4,21,9,81,0,56096
134887,10.91%,4900,52000,15.51,0,21,15,81,0,44671
42547,14.99%,28800,60000,15.29,0,23,13,100,0,33112
31836,8.24%,6000,55000,30.2,3,20,15,75,0,136770
174829,28.72%,10000,140000,20.79,0,43,13,81,0,96744
255972,7.02%,7000,90000,1.25,0,50,6,98,0,103728
200780,7.35%,13000,8000,109.61,0,23,13,100,0,19028
239400,12.73%,34500,130000,19.26,0,32,12,100,0,74539
187416,28.72%,27000,120000,17.63,1,25,13,88,0,127536
238512,21.85%,19300,64000,36.06,1,33,25,93,0,47818
14928,28.69%,21900,62000,34.46,0,20,8,95,1,90448
77812,11.44%,18000,53000,15.83,0,14,5,100,0,17146
207503,5.32%,12000,375000,6.29,0,29,13,100,0,82973
30375,5.32%,12000,131000,17.55,0,36,19,100,0,96814
200610,9.93%,39000,11208,45.72,1,27,8,96,0,24500
80889,13.49%,6000,36000,24.03,0,28,17,74,0,59701
19866,22.74%,32000,90000,17.04,0,20,12,94,0,77752
135873,10.42%,10000,103000,3.82,0,9,7,100,0,11929
55080,9.93%,5000,102000,28.11,0,42,16,97,0,84183
57237,7.97%,24000,32000,39.87,0,20,10,95,0,60338
240750,16.91%,5000,27000,29.78,0,18,7,100,0,19710
27524,16.99%,10000,40000,19.86,1,17,11,94,0,20981
235360,9.92%,13000,37500,12.54,0,14,10,100,0,20681
135841,19.03%,1600,45000,9.13,1,6,5,80,0,4736
194647,7.96%,15000,86000,22.1,0,27,7,100,0,30051
93671,15.99%,12000,48000,29.15,0,19,13,84,1,43488
104530,16.02%,35000,53000,40.51,1,37,19,94,0,82754
59455,14.08%,18000,103000,23.08,1,27,20,78,0,58748
222241,26.77%,24000,50000,23.64,0,32,17,96,0,40766
119582,10.42%,40000,85000,18.95,0,34,12,82,0,56474
77770,15.99%,24000,103000,15.15,0,14,7,84,0,83431
94342,13.99%,8400,119000,24.87,0,29,16,96,0,73332
73963,9.93%,8000,125000,5.43,0,21,9,95,0,29560
233244,7.96%,33000,72500,10.04,0,14,5,100,0,23536
86833,11.39%,21200,140000,11.74,0,24,14,100,0,49503
184990,14.08%,6000,45000,18.01,0,31,23,100,0,15584
245022,22.35%,4400,76000,14.42,2,34,10,76,0,34173
170541,15.05%,18000,80000,14.16,0,30,15,100,0,81342
127271,13.59%,7000,58000,21.87,0,13,6,66,0,48237
234294,17.47%,11000,80000,13.65,0,30,20,100,1,78808
220956,10.56%,35000,150000,23.53,1,43,17,95,0,86937
210342,7.35%,5000,103000,16.1,0,27,12,100,0,32183
175716,12.62%,20000,65000,7.35,0,19,8,94,0,11030
105899,7.97%,3000,147000,11.79,0,81,5,100,0,258962
214215,6.72%,20475,80500,21.57,0,19,10,100,0,28432
79926,9.93%,10000,116125,2.21,0,14,6,100,0,22254
130720,14.08%,25000,85000,7.8,0,13,6,100,0,19086
49134,11.49%,6300,70000,4.54,0,7,4,100,0,5666
247192,10.47%,36000,155000,23.95,0,54,25,100,0,115737
100245,17.09%,5000,73992,17.65,0,35,12,100,0,142520
99264,13.49%,24825,75000,23.73,0,18,9,100,0,48574
154946,10.91%,9000,55000,19.57,0,33,11,97,0,95204
90997,16.99%,14000,80000,27.59,0,16,9,87,0,97902
183893,9.93%,3000,30000,14.84,0,18,9,88,0,10474
77480,7.35%,7000,32622,5.0,0,20,19,100,0,6595
19387,16.99%,5400,105000,18.96,0,16,7,68,0,20904
30819,15.99%,20000,82000,10.1,0,10,6,100,0,31154
185009,12.62%,23000,89000,25.22,0,39,14,97,1,243202
222087,11.05%,16000,42000,3.86,0,27,14,100,0,68692
138434,5.32%,9000,155000,6.48,0,36,11,94,0,43162
17914,17.99%,2000,22000,18.17,0,18,12,100,0,41488
17631,14.99%,10000,28000,29.02,0,9,6,100,1,20012
180743,7.07%,9600,100000,14.39,0,31,13,93,0,90358
85776,13.49%,40000,112000,20.28,0,27,8,92,0,69704
183462,12.62%,10000,35000,32.27,0,25,9,100,1,30858
70814,11.99%,8000,85000,14.84,0,16,7,100,0,51096
249633,18.94%,17125,35000,39.44,0,20,18,100,0,32595
109663,21.45%,40000,100000,30.81,0,19,8,73,0,85714
156764,9.44%,20000,60000,11.01,0,32,11,100,0,125030
142251,15.05%,15000,130000,8.12,0,38,16,100,1,31539
223064,12.13%,1600,32000,19.62,0,15,5,100,0,25108
35766,7.99%,4500,30000,8.4,5,26,8,69,0,42842
119281,9.44%,40000,220000,7.85,0,36,11,100,0,47073
145810,13.59%,4500,37000,21.28,0,6,6,100,0,22940
79650,11.99%,3000,39000,16.46,0,15,6,100,0,34509
119268,16.02%,25000,79000,19.72,0,31,17,100,0,146259
26718,30.74%,30325,110000,26.67,0,49,25,95,0,101204
186108,17.09%,12000,46000,15.0,0,22,11,100,1,27850
220024,6.83%,6000,30000,13.4,0,9,7,100,0,12914
253148,13.56%,16000,50000,30.88,0,27,13,100,0,45116
243242,14.47%,3600,53000,6.2,0,11,9,100,0,15686
218857,8.08%,20000,120000,1.79,0,5,4,100,0,11152
55453,20.00%,24000,72000,20.37,0,21,7,65,0,76501
4451,7.49%,35000,204000,16.8,0,33,19,100,0,200437
92307,16.99%,16000,45000,18.72,0,11,5,100,0,23779
249060,10.08%,16800,102000,27.11,0,51,18,100,0,125611
83912,5.32%,2000,48000,17.5,0,19,8,94,0,31679
140483,15.05%,28000,65000,9.9,0,21,13,71,0,35592
168277,6.08%,5000,100000,18.52,0,46,17,97,0,51987
101476,12.62%,18000,95000,9.07,0,13,10,100,0,22235
229989,12.61%,27000,80000,9.5,0,12,6,100,0,25765
248051,14.47%,13000,75000,4.4,0,29,7,95,0,6887
220934,22.90%,2400,55610,9.86,0,20,16,100,1,70915
96100,11.44%,19000,147000,11.76,0,36,8,97,0,108548
39950,12.74%,16000,61000,34.17,0,24,10,100,0,81653
37187,12.74%,5000,168400,16.23,0,17,13,100,1,61011
94202,13.99%,13800,126000,9.78,1,52,23,100,0,115522
85234,11.44%,7200,82000,5.05,0,14,8,85,0,8736
238156,11.98%,10000,50000,24.32,0,21,9,100,1,51955
76381,30.17%,21000,120000,18.7,0,22,15,100,0,60960
72246,16.02%,12000,82000,15.75,1,35,19,97,0,58156
174585,15.05%,20000,55000,13.24,0,10,6,90,0,16317
117857,10.91%,4700,100000,8.33,2,24,12,87,0,18579
229814,5.31%,9900,130000,7.7,0,25,13,100,0,54218
29112,13.49%,10000,64000,28.54,1,29,15,96,0,105326
27842,23.99%,28000,85000,20.78,0,19,12,100,0,101921
68988,11.99%,5525,15372,16.94,0,20,10,100,1,7222
164840,9.44%,12000,41719,21.86,0,19,15,100,0,26405
244328,18.94%,5000,65000,16.5,5,32,6,83,0,81519
236072,22.90%,4375,11880,3.03,0,3,1,100,0,94
18505,12.74%,16000,65000,25.24,2,20,11,65,0,73168
221386,9.58%,16000,12456,5.01,0,5,3,100,0,3857
189191,9.92%,9200,100000,21.11,0,31,10,100,1,131198
166569,10.42%,5000,35000,7.65,1,13,7,84,1,5849
143421,14.08%,20000,56000,23.68,0,27,13,100,1,45074
86326,23.99%,40000,109000,17.73,0,29,12,100,0,71217
132753,21.45%,3600,12000,29.9,0,10,6,100,0,6900
85455,10.49%,28000,75000,33.58,1,17,9,94,0,70444
107308,10.42%,7200,48600,60.25,0,49,25,100,0,62339
164019,6.08%,40000,110000,16.36,0,41,17,92,0,74851
242346,10.47%,15000,100000,8.89,1,68,31,92,0,18646
128137,12.62%,1400,55000,22.96,0,32,18,87,0,27024
179711,28.72%,28025,147800,17.14,1,34,17,97,0,57685
166677,13.59%,20000,53500,25.01,0,33,21,100,0,32328
66876,7.21%,14000,80601,31.31,2,36,22,93,0,109338
151050,21.45%,14000,101412,20.15,1,16,10,87,0,107161
176486,21.45%,8000,49000,31.33,0,13,12,90,0,20984
82183,30.79%,16000,88000,8.32,0,22,7,100,0,18979
68803,12.62%,13000,55993,23.66,0,18,10,100,1,35647
32622,12.74%,35000,150000,12.92,1,27,20,96,0,45480
199454,9.44%,15000,115000,15.04,0,26,16,96,0,59538
50175,7.99%,8000,80000,27.3,0,28,11,100,0,59086
71054,7.21%,9950,54765,15.74,0,15,10,100,0,31250
65702,19.03%,35000,75000,31.7,0,48,22,100,0,73358
83963,13.49%,25000,100000,12.49,1,19,8,74,0,25697
106107,16.02%,14000,46000,20.71,0,11,6,100,1,25099
92569,11.39%,15000,100000,10.84,0,28,11,92,0,30837
101587,9.44%,17000,40000,5.88,0,8,2,100,0,1978
71846,16.02%,6025,40000,7.62,0,21,14,100,0,13866
170731,17.09%,12000,39000,20.43,0,16,10,100,0,31533
234751,5.31%,10000,65000,19.5,0,18,7,100,0,64722
89639,7.99%,7500,80000,8.7,1,9,5,66,0,31232
232135,14.07%,16000,62000,23.11,0,44,21,100,0,49148
127404,7.21%,4500,58000,17.85,0,28,17,88,0,8678
2109,5.32%,8000,48000,6.88,0,11,5,90,0,6376
229648,9.92%,29625,80000,18.2,0,33,13,100,0,37325
241726,20.89%,35000,130000,13.92,2,27,11,85,0,71064
211069,13.59%,10000,49000,18.12,3,16,8,73,0,22477
115450,7.97%,10000,32820,27.87,0,14,7,92,0,29573
256411,10.33%,3000,22000,9.6,0,16,9,100,1,4254
199607,12.62%,20000,60000,18.08,0,23,10,78,0,29488
233389,9.43%,35000,75000,4.45,2,16,6,62,0,7707
159805,24.85%,24800,1116000,1.73,0,32,18,96,0,75709
214802,9.93%,11000,29000,16.51,0,20,12,100,0,21981
220347,10.56%,2500,25000,5.18,0,25,8,100,0,4120
17282,18.99%,23000,76000,13.2,1,41,18,97,0,45075
152457,9.93%,4700,25434,31.85,0,26,17,100,1,22079
3297,11.39%,35000,172000,21.08,0,35,16,100,0,202793
243143,13.56%,36000,135000,32.38,0,28,15,100,0,172020
114572,20.00%,5000,200000,17.6,1,34,12,88,0,78361
16359,8.24%,32000,200000,18.45,0,45,23,100,0,154223
14333,13.99%,8000,115000,12.34,0,24,18,95,0,30547
53059,18.06%,5400,100000,9.42,0,6,5,100,0,26495
8992,11.39%,12000,130000,19.43,0,37,14,94,0,110176
302,13.49%,6500,68000,17.63,5,12,8,50,0,61966
3022,11.49%,1200,85500,23.42,0,35,19,100,0,50252
25939,8.24%,12000,85000,15.11,0,18,10,100,0,25956
79864,21.45%,12000,60000,21.86,0,9,6,100,0,36132
12531,10.49%,9600,60000,5.1,0,7,5,100,1,8255
42516,13.49%,6000,68000,22.89,1,24,14,82,1,84737
53343,30.17%,25225,55000,26.58,0,23,13,95,0,36960
247591,7.21%,18000,121000,8.12,0,10,7,100,0,31644
136921,16.02%,8000,55000,32.73,1,35,9,100,0,237680
230861,17.47%,15000,68000,26.07,0,20,14,85,0,42001
129092,9.93%,8000,90000,18.57,1,33,11,96,1,22728
73671,9.44%,12000,80000,27.06,0,37,10,81,0,59791
61970,11.99%,6000,100000,15.74,2,28,15,85,0,52039
126813,14.08%,21600,92500,13.91,0,29,15,100,0,39302
44635,12.74%,20000,62000,16.32,0,11,9,100,0,34333
203965,17.09%,5000,35000,32.65,0,35,17,97,1,29323
134709,7.07%,4500,80000,9.66,0,22,14,95,0,17185
82588,5.32%,9600,77000,16.52,0,31,12,93,0,41477
144473,13.59%,13000,92000,5.02,0,16,4,37,0,11884
95312,13.49%,40000,125000,11.22,0,34,24,100,1,69995
252064,15.02%,35000,75400,12.48,0,45,26,100,0,35647
7120,6.99%,2800,50400,20.45,0,38,11,100,0,20792
259101,18.94%,7000,38000,19.43,0,30,8,100,0,19578
45985,10.49%,14000,57800,23.98,1,14,6,92,0,33703
147016,16.02%,4200,59000,13.79,0,24,10,100,1,19185
181405,24.85%,35000,70000,14.23,0,20,8,95,0,32166
244074,20.89%,6500,42000,13.17,2,17,10,87,0,16210
209517,13.59%,5000,87000,25.29,0,12,7,100,0,58390
166061,9.93%,6000,62818,18.84,0,17,8,100,0,21428
174392,13.59%,7200,32000,24.12,0,12,4,100,0,23131
153294,10.91%,7725,36800,10.57,0,17,3,100,0,408789
190649,7.34%,4000,50000,7.85,0,8,5,100,0,9087
261760,16.91%,2300,43000,19.09,0,42,9,97,0,112082
116571,21.45%,5000,75000,12.27,0,36,19,94,1,23398
209430,26.30%,12000,118000,22.75,0,23,14,100,0,75111
